"","name","id","class","mass","fall_found","year","lat","long"
"29826","Acfer ",79,"H4/5",138,"Found",1990,27.68333,4.48333
"29827","Acfer ",80,"L6",1379,"Found",1990,27.63333,4.28333
"29828","Acfer ",81,"L5/6",162,"Found",1990,27.63333,4.25
"29829","Acfer ",82,"H5",2010,"Found",1990,27.53333,3.85
"29830","Acfer ",83,"L6",384,"Found",1990,27.48333,3.83333
"29831","Acfer ",84,"H5",1453,"Found",1990,27.51667,3.73333
"29832","Acfer ",85,"H5",183,"Found",1990,27.7,4.35
"29833","Acfer ",86,"L6",2538,"Found",1990,27.63333,4.51667
"29834","Acfer ",87,"H5",105,"Found",1990,27.56667,4.15
"29835","Acfer ",88,"L6",387,"Found",1990,27.5,3.68333
"29836","Acfer ",89,"L3.9",574,"Found",1990,27.63333,4.51667
"29837","Acfer ",90,"LL5-6",110,"Found",1990,27.53333,3.86667
"29838","Acfer ",91,"CV3",208,"Found",1990,27.5,3.48333
"29839","Acfer ",92,"L6",690,"Found",1990,27.48333,3.63333
"29840","Acfer ",93,"H5",6300,"Found",1990,27.55,3.86667
"29841","Acfer ",94,"H5",293,"Found",1990,27.58333,3.95
"29842","Acfer ",95,"CV3",173,"Found",1990,27.66667,4.18333
"29843","Acfer ",96,"CR2",163,"Found",1990,27.7,4.26667
"29844","Acfer ",97,"L6",200,"Found",1990,27.75,4.43333
"29845","Acfer ",98,"H5",682,"Found",1990,27.63333,4.3
"29846","Acfer ",99,"H5",290,"Found",1990,27.5,3.83333
"29847","Acfer ",100,"LL5-6",3487,"Found",1990,27.45,4.11667
"29848","Acfer ",101,"H5",244,"Found",1990,27.66667,4.51667
"29849","Acfer ",102,"L5",420,"Found",1990,27.71667,4.13333
"29850","Acfer ",103,"C2-ung",82,"Found",1990,27.73333,4.43333
"29851","Acfer ",104,"H3.7",104,"Found",1990,27.71667,4.38333
"29852","Acfer ",105,"L4-5",572,"Found",1990,27.61667,4.2
"29853","Acfer ",106,"CR2",63,"Found",1990,27.51667,3.96667
"29854","Acfer ",107,"H5",5500,"Found",1990,27.46667,3.88333
"29855","Acfer ",108,"H5",313,"Found",1990,27.45,3.83333
"29856","Acfer ",109,"H6",140,"Found",1990,27.46667,3.95
"29857","Acfer ",110,"L6",452,"Found",1990,27.53333,4.16667
"29858","Acfer ",111,"L3-5",346,"Found",1990,27.66667,4.46667
"29859","Acfer ",112,"H5",665,"Found",1990,27.8,4.5
"29860","Acfer ",113,"H4/5",992,"Found",1990,27.63333,4.36667
"29861","Acfer ",114,"L6",392,"Found",1990,27.55,4.13333
"29862","Acfer ",115,"LL6",1390,"Found",1990,27.5,3.9
"29863","Acfer ",116,"L6",105,"Found",1990,27.45,3.75
"29864","Acfer ",117,"H6",828,"Found",1990,27.5,3.88333
"29865","Acfer ",118,"H4/5",236,"Found",1990,27.55,3.76667
"29866","Acfer ",119,"L6",107,"Found",1990,27.48333,3.8
"29867","Acfer ",120,"H3-6",987,"Found",1990,27.48333,3.8
"29868","Acfer ",121,"LL4/5",216,"Found",1990,27.65,4.03333
"29869","Acfer ",122,"LL6",2906,"Found",1990,27.56667,4.03333
"29870","Acfer ",123,"CR2",43,"Found",1990,27.6,3.96667
"29871","Acfer ",124,"H6",287,"Found",1990,27.73333,4.16667
"29872","Acfer ",125,"L6",345,"Found",1990,27.73333,4.16667
"29873","Acfer ",126,"H4",178,"Found",1990,27.73333,4.2
"29874","Acfer ",127,"L6",752,"Found",1990,27.66667,4.2
"29875","Acfer ",128,"H3.8",121,"Found",1990,27.65,4.23333
"29876","Acfer ",129,"LL6",861,"Found",1990,27.65,4.3
"29877","Acfer ",130,"L5-6",427,"Found",1990,27.68333,4.33333
"29878","Acfer ",131,"L4/5",235,"Found",1990,27.5,3.66667
"29879","Acfer ",132,"H3.9",452,"Found",1990,27.46667,3.76667
"29880","Acfer ",133,"LL5-6",542,"Found",1990,27.6,4.05
"29881","Acfer ",134,"L6",3380,"Found",1990,27.68333,4.35
"29882","Acfer ",135,"LL5-6",280,"Found",1990,27.51667,3.8
"29883","Acfer ",136,"L6",699,"Found",1990,27.7,4.3
"29884","Acfer ",137,"L6",163,"Found",1990,27.5,4.3
"29885","Acfer ",138,"H3.7",162,"Found",1990,27.6,4.2
"29886","Acfer ",139,"H5",400,"Found",1990,27.58333,4
"29887","Acfer ",140,"LL6",171,"Found",1990,27.58333,3.96667
"29888","Acfer ",141,"H6",1621,"Found",1990,27.5,3.76667
"29889","Acfer ",142,"L3-5",362,"Found",1990,27.5,3.83333
"29890","Acfer ",143,"L5",1161,"Found",1990,27.76667,4.53333
"29891","Acfer ",144,"H5",124,"Found",1990,27.55,4.03333
"29892","Acfer ",145,"H5",324,"Found",1990,27.46667,4.05
"29893","Acfer ",146,"H4/5",106,"Found",1990,27.58333,4.08333
"29894","Acfer ",147,"L5",941,"Found",1990,27.66667,4.08333
"29895","Acfer ",148,"CR2",143,"Found",1990,27.56667,4.08333
"29896","Acfer ",149,"L5",171,"Found",1990,27.56667,4.08333
"29897","Acfer ",150,"H5",58,"Found",1990,27.58333,3.85
"29898","Acfer ",151,"L5",91,"Found",1990,27.56667,4.35
"29899","Acfer ",152,"L6",417,"Found",1990,27.66667,4.45
"29900","Acfer ",153,"L6",186,"Found",1990,27.66667,4.28333
"29901","Acfer ",154,"L6",869,"Found",1990,27.66667,4.28333
"29902","Acfer ",155,"H5",200,"Found",1990,27.63333,4.08333
"29903","Acfer ",156,"L6",140,"Found",1990,27.6,4.11667
"29904","Acfer ",157,"H5",157,"Found",1990,27.58333,4.06667
"29905","Acfer ",158,"L/LL6",394,"Found",1990,27.58333,4.05
"29906","Acfer ",159,"H5",251,"Found",1990,27.56667,3.81667
"29907","Acfer ",160,"H5",218,"Found",1990,27.46667,3.71667
"29908","Acfer ",161,"H5",157,"Found",1990,27.43333,3.75
"29909","Acfer ",162,"H3.6-6",211,"Found",1990,27.53333,3.95
"29910","Acfer ",163,"H5",95,"Found",1990,27.55,4.01667
"29911","Acfer ",164,"L6",206,"Found",1990,27.66667,4.25
"29912","Acfer ",165,"L6",240,"Found",1990,27.66667,4.23333
"29913","Acfer ",166,"L6",1072,"Found",1990,27.66667,4.23333
"29914","Acfer ",167,"H4/5",422,"Found",1990,27.66667,4.21667
"29915","Acfer ",168,"H3.8",123,"Found",1990,27.5,3.93333
"29916","Acfer ",169,"LL3.8-6",433,"Found",1990,27.46667,3.71667
"29917","Acfer ",170,"H5",604,"Found",1990,27.75,4.43333
"29918","Acfer ",171,"H3-6",1281,"Found",1990,27.66667,4.01667
"29919","Acfer ",172,"H3.8-5",125,"Found",1990,27.7,4.35
"29920","Acfer ",173,"H5",43,"Found",1990,27.53333,4.18333
"29921","Acfer ",174,"H5-6",84,"Found",1990,27.56667,4.33333
"29922","Acfer ",175,"H3-5",2476,"Found",1990,27.51667,4.23333
"29923","Acfer ",176,"L5",157,"Found",1990,27.51667,4
"29924","Acfer ",177,"L6",211,"Found",1990,27.6,3.98333
"29925","Acfer ",178,"H3.8/4",559,"Found",1990,27.73333,4.11667
"29926","Acfer ",179,"H3.7",313,"Found",1990,27.65,4.25
"29927","Acfer ",180,"L6",766,"Found",1990,27.66667,4.16667
"29928","Acfer ",181,"H6",262,"Found",1990,27.65,4.03333
"29929","Acfer ",182,"LL6",127,"Found",1990,27.48333,3.86667
"29930","Acfer ",183,"LL5-6",153,"Found",1990,27.48333,3.85
"29931","Acfer ",184,"LL5-6",320,"Found",1990,27.48333,3.85
"29932","Acfer ",185,"LL5-6",721,"Found",1990,27.48333,3.85
"29933","Acfer ",186,"H3.7",488,"Found",1990,27.48333,3.75
"29934","Acfer ",187,"L6",163,"Found",1990,27.46667,3.75
"29935","Acfer ",188,"H3.9-5",103,"Found",1990,27.6,4.16667
"29936","Acfer ",189,"L6",245,"Found",1990,27.66667,4.2
"29937","Acfer ",190,"CH3",166,"Found",1990,27.7,4.35
"29938","Acfer ",191,"H5",114,"Found",1990,27.58333,4.16667
"29939","Acfer ",192,"H5",311,"Found",1990,27.56667,4.01667
"29940","Acfer ",193,"LL5",109,"Found",1990,27.53333,3.83333
"29941","Acfer ",194,"CR2",315,"Found",1990,27.46667,3.86667
"29942","Acfer ",195,"CR2",234,"Found",1990,27.46667,3.9
"29943","Acfer ",196,"H3.9/4",252,"Found",1990,27.58333,4.11667
"29944","Acfer ",197,"H6",53,"Found",1990,27.6,4.18333
"29945","Acfer ",198,"L6",4439,"Found",1990,27.7,4.3
"29946","Acfer ",199,"L6",188,"Found",1990,27.7,4.3
"29947","Acfer ",200,"H3.9-5",219,"Found",1990,27.65,4.2
"29948","Acfer ",201,"LL4-6",157,"Found",1990,27.56667,3.95
"29949","Adrar ",381,"H4/5",1917,"Found",1990,28.05,0.16667
"29950","Adrar ",382,"L5",407,"Found",1990,27.81667,0.13333
"29951","Adrar ",383,"L/LL3.10",287,"Found",1990,27.13333,0.2
"29952","Aguemour ",400,"H5",896,"Found",1990,26.96667,4.45
"29953","Aguemour ",401,"L6",236,"Found",1990,26.96667,4.4
"29954","Aguemour ",402,"L6",809,"Found",1990,27.36667,4.5
"29955","Aguemour ",403,"H5",1137,"Found",1990,27.33333,4.5
"29956","Allan Hills ",1243,"L6",36.3,"Found",1990,-76.73561,159.37968
"29957","Allan Hills ",1244,"LL6",274.1,"Found",1990,-76.72511,159.19525
"29958","Allan Hills ",1245,"H5",1.7,"Found",1990,-76.70085,159.39389
"29959","Allan Hills ",1246,"H5",38.6,"Found",1990,-76.7232,159.27343
"29960","Allan Hills ",1247,"L6",36.6,"Found",1990,-76.72984,159.21444
"29961","Allan Hills ",1248,"L4",210.4,"Found",1990,-76.73758,159.40921
"29962","Allan Hills ",1249,"H5",6.8,"Found",1990,-76.9512,156.93593
"29963","Allan Hills ",1250,"CM2",0.6,"Found",1990,-76.95444,156.93741
"29964","Allan Hills ",1251,"H5",9,"Found",1990,-76.96706,156.90663
"29965","Allan Hills ",1252,"L6",0.8,"Found",1990,-76.97131,156.90059
"29966","Allan Hills ",1253,"H5",20.1,"Found",1990,-76.97765,156.92485
"29967","Allan Hills ",1254,"L3.7",5836.5,"Found",1990,-76.98079,156.93013
"29968","Allan Hills ",1255,"H5",6.3,"Found",1990,-77.01668,156.92231
"29969","Allan Hills ",1256,"H5",54.8,"Found",1990,-77.01544,156.93008
"29970","Allan Hills ",1257,"H5",15.6,"Found",1990,-77.02314,156.98036
"29971","Asuka ",4834,"H6",390.48,"Found",1990,-72,26
"29972","Asuka ",4837,"L6",198.92,"Found",1990,-72,26
"29973","Asuka ",4838,"H5",129.25,"Found",1990,-72,26
"29974","Asuka ",4839,"H4",62.15,"Found",1990,-72,26
"29975","Asuka ",4840,"H3.7",94.26,"Found",1990,-72,26
"29976","Asuka ",4862,"Eucrite",65.31,"Found",1990,-72,26
"29977","Asuka ",4863,"L6",67.1,"Found",1990,-72,26
"29978","Asuka ",4864,"H5",243.49,"Found",1990,-72,26
"29979","Asuka ",4867,"L6",75.15,"Found",1990,-72,26
"29980","Asuka ",4876,"L3.1",134.92,"Found",1990,-72,26
"29981","Asuka ",4879,"LL3.2",45.86,"Found",1990,-72,26
"29982","Asuka ",4881,"L5",8270.54,"Found",1990,-72,26
"29983","Burnwell",5175,"H4-an",1504,"Fell",1990,37.62194,-82.23722
"29984","Camel Donga ",5206,"CK3",36.6,"Found",1990,-30.11667,126.91667
"29985","Camel Donga ",5207,"Howardite",32.8,"Found",1990,-30.31667,126.56667
"29986","Cook ",5425,"L/LL3",97,"Found",1990,-30.24833,130.54083
"29987","Djebel InAzzene",7655,"Iron, IIIAB",12500,"Found",1990,27.86667,0.45
"29988","El Golea",7804,"L6",823,"Found",1990,30.01667,2.98333
"29989","Elephant Moraine ",8411,"CK5",53.2,"Found",1990,-76.29387,156.44076
"29990","Elephant Moraine ",8412,"CK5",28,"Found",1990,-76.27929,156.39567
"29991","Elephant Moraine ",8413,"CK5",30.8,"Found",1990,-76.29145,156.411
"29992","Elephant Moraine ",8414,"CK5",56.7,"Found",1990,-76.28837,156.45971
"29993","Elephant Moraine ",8415,"CK5",42.3,"Found",1990,-76.2719,156.43989
"29994","Elephant Moraine ",8416,"CK5",23.9,"Found",1990,-76.28523,156.44781
"29995","Elephant Moraine ",8417,"CK5",131,"Found",1990,-76.28651,156.37091
"29996","Elephant Moraine ",8418,"CK5",40,"Found",1990,-76.27843,156.39653
"29997","Elephant Moraine ",8419,"CK5",30.1,"Found",1990,-76.28169,156.40267
"29998","Elephant Moraine ",8420,"CK5",10,"Found",1990,-76.28287,156.43993
"29999","Elephant Moraine ",8421,"H6",305.1,"Found",1990,-76.27517,156.40951
"30000","Elephant Moraine ",8422,"L4",226.1,"Found",1990,-76.26938,156.4861
"30001","Elephant Moraine ",8423,"CK5",36.3,"Found",1990,-76.27975,156.41261
"30002","Elephant Moraine ",8424,"CK5",20.8,"Found",1990,-76.28547,156.43303
"30003","Elephant Moraine ",8425,"CK5",86.8,"Found",1990,-76.29145,156.41119
"30004","Elephant Moraine ",8426,"CK5",45.1,"Found",1990,-76.29026,156.43482
"30005","Elephant Moraine ",8427,"CK5",15.6,"Found",1990,-76.27159,156.41451
"30006","Elephant Moraine ",8428,"CK5",31.4,"Found",1990,-76.2885,156.4519
"30007","Elephant Moraine ",8429,"Ureilite",21.5,"Found",1990,-76.281,156.39468
"30008","Elephant Moraine ",8430,"Eucrite-unbr",154,"Found",1990,-76.2693,156.41368
"30009","Elephant Moraine ",8431,"CM2",19.6,"Found",1990,-76.26811,156.4562
"30010","Elephant Moraine ",8432,"CK5",15.5,"Found",1990,-76.28573,156.45721
"30011","Elephant Moraine ",8433,"CK5",31.5,"Found",1990,-76.27507,156.41038
"30012","Elephant Moraine ",8434,"Eucrite-br",22.8,"Found",1990,-76.28843,156.47872
"30013","Elephant Moraine ",8435,"CK5",45.8,"Found",1990,-76.282,156.39926
"30014","Elephant Moraine ",8436,"CK5",61.5,"Found",1990,-76.29226,156.45353
"30015","Elephant Moraine ",8437,"CK5",6.2,"Found",1990,-76.27075,156.42087
"30016","Elephant Moraine ",8438,"CK5",31.3,"Found",1990,-76.28025,156.47035
"30017","Elephant Moraine ",8439,"Eucrite-unbr",7.9,"Found",1990,-76.27386,156.37451
"30018","Elephant Moraine ",8440,"L6",75.3,"Found",1990,-76.27504,156.42619
"30019","Elephant Moraine ",8441,"LL6",55.8,"Found",1990,-76.27845,156.4135
"30020","Elephant Moraine ",8442,"LL6",30,"Found",1990,-76.27944,156.41678
"30021","Elephant Moraine ",8443,"Aubrite",3.9,"Found",1990,-76.2861,156.44289
"30022","Elephant Moraine ",8444,"L6",1413.6,"Found",1990,-76.28193,156.40161
"30023","Elephant Moraine ",8445,"CK5",1.3,"Found",1990,-76.26583,156.50532
"30024","Elephant Moraine ",8446,"CK5",21.2,"Found",1990,-76.27931,156.41939
"30025","Elephant Moraine ",8447,"L6",6,"Found",1990,-76.29151,156.44206
"30026","Elephant Moraine ",8448,"CK5",5.5,"Found",1990,-76.27343,156.49053
"30027","Elephant Moraine ",8449,"CK5",5.8,"Found",1990,-76.27893,156.51525
"30028","Elephant Moraine ",8450,"CK5",13.1,"Found",1990,-76.27377,156.48818
"30029","Elephant Moraine ",8451,"CK5",2.2,"Found",1990,-76.28809,156.44016
"30030","Elephant Moraine ",8452,"CK5",14.2,"Found",1990,-76.27972,156.47219
"30031","Elephant Moraine ",8453,"CO3",12.5,"Found",1990,-76.2683,156.42732
"30032","Elephant Moraine ",8454,"CK5",11.5,"Found",1990,-76.27068,156.43656
"30033","Elephant Moraine ",8455,"CK5",6.6,"Found",1990,-76.2766,156.48896
"30034","Elephant Moraine ",8456,"CK5",5.3,"Found",1990,-76.26589,156.51583
"30035","Elephant Moraine ",8457,"CM1/2",1.2,"Found",1990,-76.26535,156.49442
"30036","Elephant Moraine ",8458,"CK5",12.4,"Found",1990,-76.28612,156.46319
"30037","Elephant Moraine ",8459,"CK5",18,"Found",1990,-76.28143,156.40313
"30038","Elephant Moraine ",8460,"CK5",4.1,"Found",1990,-76.26568,156.4887
"30039","Elephant Moraine ",8461,"H6",715.4,"Found",1990,-76.18333,157.16667
"30040","Elephant Moraine ",8462,"CK5",10.7,"Found",1990,-76.27941,156.42732
"30041","Elephant Moraine ",8463,"L6",427.9,"Found",1990,-76.18333,157.16667
"30042","Elephant Moraine ",8464,"L6",311.5,"Found",1990,-76.29063,156.36756
"30043","Elephant Moraine ",8465,"L6",38.9,"Found",1990,-76.27289,156.48126
"30044","Elephant Moraine ",8466,"L6",89.2,"Found",1990,-76.27082,156.45921
"30045","Elephant Moraine ",8467,"L6",22.1,"Found",1990,-76.28141,156.47503
"30046","Elephant Moraine ",8468,"L6",16.9,"Found",1990,-76.28316,156.50704
"30047","Elephant Moraine ",8469,"L6",83.9,"Found",1990,-76.27906,156.4406
"30048","Elephant Moraine ",8470,"L6",5.3,"Found",1990,-76.27855,156.42319
"30049","Elephant Moraine ",8471,"L6",10.1,"Found",1990,-76.26754,156.45027
"30050","Elephant Moraine ",8472,"L6",43.4,"Found",1990,-76.279,156.42311
"30051","Elephant Moraine ",8473,"L6",44.3,"Found",1990,-76.27927,156.42394
"30052","Elephant Moraine ",8474,"L6",35.5,"Found",1990,-76.27869,156.45148
"30053","Elephant Moraine ",8475,"L6",17.2,"Found",1990,-76.28242,156.42791
"30054","Elephant Moraine ",8476,"L3.3",9.8,"Found",1990,-76.27713,156.46146
"30055","Elephant Moraine ",8477,"L6",37.3,"Found",1990,-76.28069,156.42556
"30056","Elephant Moraine ",8478,"L6",5.5,"Found",1990,-76.26668,156.45038
"30057","Elephant Moraine ",8479,"H5",21.1,"Found",1990,-76.26903,156.46517
"30058","Elephant Moraine ",8480,"L6",106.5,"Found",1990,-76.26799,156.45597
"30059","Elephant Moraine ",8481,"L6",103.4,"Found",1990,-76.29026,156.45207
"30060","Elephant Moraine ",8482,"L6",60.7,"Found",1990,-76.28677,156.39246
"30061","Elephant Moraine ",8483,"L6",26.6,"Found",1990,-76.28739,156.48265
"30062","Elephant Moraine ",8484,"L6",18.3,"Found",1990,-76.28279,156.4178
"30063","Elephant Moraine ",8485,"L6",150.5,"Found",1990,-76.27776,156.4753
"30064","Elephant Moraine ",8486,"L6",65.3,"Found",1990,-76.26659,156.46244
"30065","Elephant Moraine ",8487,"L6",22.9,"Found",1990,-76.26699,156.45895
"30066","Elephant Moraine ",8488,"L6",40.8,"Found",1990,-76.28001,156.43259
"30067","Elephant Moraine ",8489,"L3.4",4.1,"Found",1990,-76.27008,156.54171
"30068","Elephant Moraine ",8490,"L6",39.1,"Found",1990,-76.28072,156.50143
"30069","Elephant Moraine ",8491,"L6",28.6,"Found",1990,-76.27992,156.43152
"30070","Elephant Moraine ",8492,"L3.5",3.6,"Found",1990,-76.28863,156.43292
"30071","Elephant Moraine ",8493,"L6",25.4,"Found",1990,-76.28144,156.43003
"30072","Elephant Moraine ",8494,"L6",2.4,"Found",1990,-76.2888,156.42257
"30073","Elephant Moraine ",8495,"L6",30.5,"Found",1990,-76.28378,156.45397
"30074","Elephant Moraine ",8496,"L6",22.7,"Found",1990,-76.27955,156.46541
"30075","Elephant Moraine ",8497,"L6",17.2,"Found",1990,-76.27056,156.45229
"30076","Elephant Moraine ",8498,"L6",32.7,"Found",1990,-76.27795,156.4446
"30077","Elephant Moraine ",8499,"L6",16.7,"Found",1990,-76.28064,156.4712
"30078","Elephant Moraine ",8500,"L6",3.9,"Found",1990,-76.28868,156.46699
"30079","Elephant Moraine ",8501,"L6",9,"Found",1990,-76.28078,156.43141
"30080","Elephant Moraine ",8502,"L6",5.8,"Found",1990,-76.28894,156.41402
"30081","Elephant Moraine ",8503,"L6",8.9,"Found",1990,-76.26935,156.48567
"30082","Elephant Moraine ",8504,"L6",6.5,"Found",1990,-76.27071,156.44777
"30083","Elephant Moraine ",8505,"L6",11.9,"Found",1990,-76.27595,156.46986
"30084","Elephant Moraine ",8506,"H6",18.6,"Found",1990,-76.28563,156.42033
"30085","Elephant Moraine ",8507,"L3.7",4.7,"Found",1990,-76.27073,156.44742
"30086","Elephant Moraine ",8508,"L6",11.7,"Found",1990,-76.26787,156.44878
"30087","Elephant Moraine ",8509,"L5",12.8,"Found",1990,-76.27923,156.48156
"30088","Elephant Moraine ",8510,"L6",12.8,"Found",1990,-76.28113,156.47062
"30089","Elephant Moraine ",8511,"EL6",17,"Found",1990,-76.27683,156.473
"30090","Elephant Moraine ",8512,"L6",6.2,"Found",1990,-76.28638,156.41872
"30091","Elephant Moraine ",8513,"H5",1.3,"Found",1990,-76.28153,156.413
"30092","Elephant Moraine ",8514,"L6",8.5,"Found",1990,-76.27809,156.45451
"30093","Elephant Moraine ",8515,"H5",3,"Found",1990,-76.2773,156.4595
"30094","Elephant Moraine ",8516,"L6",1,"Found",1990,-76.28349,156.42791
"30095","Elephant Moraine ",8517,"L6",15.4,"Found",1990,-76.27067,156.45316
"30096","Elephant Moraine ",8518,"L6",33.5,"Found",1990,-76.27904,156.41392
"30097","Elephant Moraine ",8519,"L6",74,"Found",1990,-76.27271,156.447
"30098","Elephant Moraine ",8520,"L6",74.4,"Found",1990,-76.27172,156.45039
"30099","Elephant Moraine ",8521,"L6",20,"Found",1990,-76.26857,156.45213
"30100","Elephant Moraine ",8522,"L6",78.2,"Found",1990,-76.27871,156.44065
"30101","Elephant Moraine ",8523,"L6",65.4,"Found",1990,-76.2784,156.41976
"30102","Elephant Moraine ",8524,"L6",238.4,"Found",1990,-76.26967,156.45579
"30103","Elephant Moraine ",8525,"L6",66.4,"Found",1990,-76.27922,156.44865
"30104","Elephant Moraine ",8526,"L6",26.1,"Found",1990,-76.27068,156.45224
"30105","Elephant Moraine ",8527,"L6",64.6,"Found",1990,-76.28043,156.47418
"30106","Elephant Moraine ",8528,"L6",47.1,"Found",1990,-76.27936,156.42358
"30107","Elephant Moraine ",8529,"L6",35.3,"Found",1990,-76.27916,156.42548
"30108","Elephant Moraine ",8530,"L6",232.2,"Found",1990,-76.28,156.46954
"30109","Elephant Moraine ",8531,"L6",13,"Found",1990,-76.26678,156.45993
"30110","Elephant Moraine ",8532,"L6",39.2,"Found",1990,-76.28056,156.4268
"30111","Elephant Moraine ",8533,"L6",33.2,"Found",1990,-76.27185,156.46509
"30112","Elephant Moraine ",8534,"L6",90.2,"Found",1990,-76.2815,156.42993
"30113","Elephant Moraine ",8535,"L6",5.5,"Found",1990,-76.27975,156.43124
"30114","Elephant Moraine ",8536,"L6",14.6,"Found",1990,-76.2786,156.42335
"30115","Elephant Moraine ",8537,"L6",50.1,"Found",1990,-76.27109,156.44202
"30116","Elephant Moraine ",8538,"L6",50,"Found",1990,-76.27943,156.42859
"30117","Elephant Moraine ",8539,"L6",21.8,"Found",1990,-76.28116,156.47876
"30118","Elephant Moraine ",8540,"L6",26.9,"Found",1990,-76.28585,156.45513
"30119","Elephant Moraine ",8541,"L6",20.6,"Found",1990,-76.27821,156.42007
"30120","Elephant Moraine ",8542,"L6",52.4,"Found",1990,-76.27298,156.43744
"30121","Elephant Moraine ",8543,"L6",21.9,"Found",1990,-76.26865,156.46633
"30122","Elephant Moraine ",8544,"L6",15.5,"Found",1990,-76.26862,156.45523
"30123","Elephant Moraine ",8545,"L6",37.9,"Found",1990,-76.28111,156.41951
"30124","Elephant Moraine ",8546,"L6",29.1,"Found",1990,-76.27041,156.45093
"30125","Elephant Moraine ",8547,"L6",74.8,"Found",1990,-76.27285,156.4512
"30126","Elephant Moraine ",8548,"L6",13.9,"Found",1990,-76.28082,156.4687
"30127","Elephant Moraine ",8549,"L6",2.1,"Found",1990,-76.29084,156.41195
"30128","Elephant Moraine ",8550,"L6",12.3,"Found",1990,-76.27668,156.446
"30129","Elephant Moraine ",8551,"L6",9.7,"Found",1990,-76.28742,156.41609
"30130","Elephant Moraine ",8552,"L6",69.2,"Found",1990,-76.28137,156.49452
"30131","Elephant Moraine ",8553,"L6",74.3,"Found",1990,-76.28253,156.49375
"30132","Elephant Moraine ",8554,"L6",26.8,"Found",1990,-76.28022,156.51418
"30133","Elephant Moraine ",8555,"L6",104.1,"Found",1990,-76.26962,156.49471
"30134","Elephant Moraine ",8556,"L6",61.4,"Found",1990,-76.28415,156.48629
"30135","Elephant Moraine ",8557,"L6",66.9,"Found",1990,-76.27774,156.52204
"30136","Elephant Moraine ",8558,"L6",175.4,"Found",1990,-76.26985,156.49568
"30137","Elephant Moraine ",8559,"L6",36.2,"Found",1990,-76.2873,156.47776
"30138","Elephant Moraine ",8560,"H6",17.9,"Found",1990,-76.26864,156.5012
"30139","Elephant Moraine ",8561,"L6",76.6,"Found",1990,-76.28226,156.51238
"30140","Elephant Moraine ",8562,"L6",15.6,"Found",1990,-76.27951,156.50857
"30141","Elephant Moraine ",8563,"L6",18.1,"Found",1990,-76.27392,156.50891
"30142","Elephant Moraine ",8564,"L6",26.2,"Found",1990,-76.28327,156.48787
"30143","Elephant Moraine ",8565,"L6",51,"Found",1990,-76.28551,156.47311
"30144","Elephant Moraine ",8566,"L6",101.4,"Found",1990,-76.27738,156.51248
"30145","Elephant Moraine ",8567,"L6",79,"Found",1990,-76.28468,156.47516
"30146","Elephant Moraine ",8568,"L6",47.1,"Found",1990,-76.27837,156.50225
"30147","Elephant Moraine ",8569,"L6",21.3,"Found",1990,-76.28279,156.49686
"30148","Elephant Moraine ",8570,"L3.05",9.7,"Found",1990,-76.2824,156.51672
"30149","Elephant Moraine ",8571,"L6",8.3,"Found",1990,-76.27993,156.48114
"30150","Elephant Moraine ",8572,"L6",9,"Found",1990,-76.28732,156.4767
"30151","Elephant Moraine ",8573,"L6",19.4,"Found",1990,-76.28788,156.47024
"30152","Elephant Moraine ",8574,"H5",103.6,"Found",1990,-76.28222,156.5107
"30153","Elephant Moraine ",8575,"H6",104.2,"Found",1990,-76.28286,156.50181
"30154","Elephant Moraine ",8576,"L6",130,"Found",1990,-76.27318,156.52536
"30155","Elephant Moraine ",8577,"L6",19.6,"Found",1990,-76.26799,156.50322
"30156","Elephant Moraine ",8578,"L6",73.4,"Found",1990,-76.27634,156.51695
"30157","Elephant Moraine ",8579,"L6",16.3,"Found",1990,-76.2746,156.52833
"30158","Elephant Moraine ",8580,"L6",42.4,"Found",1990,-76.28457,156.48834
"30159","Elephant Moraine ",8581,"L6",15.3,"Found",1990,-76.27937,156.49958
"30160","Elephant Moraine ",8582,"L6",24.5,"Found",1990,-76.28438,156.47693
"30161","Elephant Moraine ",8583,"L6",20,"Found",1990,-76.28629,156.48989
"30162","Elephant Moraine ",8584,"L6",82.8,"Found",1990,-76.26864,156.53124
"30163","Elephant Moraine ",8585,"L6",33.6,"Found",1990,-76.28419,156.48786
"30164","Elephant Moraine ",8586,"L6",91.2,"Found",1990,-76.27479,156.51961
"30165","Elephant Moraine ",8587,"H5",280.4,"Found",1990,-76.26709,156.49726
"30166","Elephant Moraine ",8588,"H5",21.6,"Found",1990,-76.27414,156.5056
"30167","Elephant Moraine ",8589,"L6",14.9,"Found",1990,-76.28473,156.48503
"30168","Elephant Moraine ",8590,"L6",15.4,"Found",1990,-76.27466,156.49913
"30169","Elephant Moraine ",8591,"L6",70.3,"Found",1990,-76.28078,156.48709
"30170","Elephant Moraine ",8592,"L6",21.3,"Found",1990,-76.28298,156.47846
"30171","Elephant Moraine ",8593,"L6",25,"Found",1990,-76.27363,156.48838
"30172","Elephant Moraine ",8594,"L6",21.9,"Found",1990,-76.27695,156.49708
"30173","Elephant Moraine ",8595,"L6",19.5,"Found",1990,-76.28071,156.48123
"30174","Elephant Moraine ",8596,"L6",45.9,"Found",1990,-76.27983,156.48267
"30175","Elephant Moraine ",8597,"L6",49.6,"Found",1990,-76.28404,156.4865
