"","name","id","class","mass","fall_found","year","lat","long"
"20030","Elephant Moraine ",9957,"H5",121,"Found",1999,-76.18333,157.16667
"20031","Elephant Moraine ",9958,"H5",98.2,"Found",1999,-76.18333,157.16667
"20032","Elephant Moraine ",9959,"H5",187.7,"Found",1999,-76.18333,157.16667
"20033","Elephant Moraine ",9960,"H5",89.2,"Found",1999,-76.18333,157.16667
"20034","Elephant Moraine ",9961,"L5",83.2,"Found",1999,-76.18333,157.16667
"20035","Elephant Moraine ",9962,"L5",54,"Found",1999,-76.18333,157.16667
"20036","Elephant Moraine ",9963,"L5",725.8,"Found",1999,-76.18333,157.16667
"20037","Elephant Moraine ",9964,"H5",65.7,"Found",1999,-76.18333,157.16667
"20038","Elephant Moraine ",9965,"H5",240,"Found",1999,-76.18333,157.16667
"20039","Elephant Moraine ",9966,"H5",169.5,"Found",1999,-76.18333,157.16667
"20040","Elephant Moraine ",9967,"L5",156.6,"Found",1999,-76.18333,157.16667
"20041","Elephant Moraine ",9968,"H5",61.9,"Found",1999,-76.18333,157.16667
"20042","Elephant Moraine ",9969,"H5",31.6,"Found",1999,-76.18333,157.16667
"20043","Elephant Moraine ",9970,"H5",38.8,"Found",1999,-76.18333,157.16667
"20044","Elephant Moraine ",9971,"H5",63.8,"Found",1999,-76.18333,157.16667
"20045","Elephant Moraine ",9972,"H5",20.9,"Found",1999,-76.18333,157.16667
"20046","Elephant Moraine ",9973,"CK4",27.1,"Found",1999,-76.18333,157.16667
"20047","Elephant Moraine ",9974,"H5",26.4,"Found",1999,-76.18333,157.16667
"20048","Elephant Moraine ",9975,"H5",18.2,"Found",1999,-76.18333,157.16667
"20049","Elephant Moraine ",9976,"H6",12.2,"Found",1999,-76.18333,157.16667
"20050","Elephant Moraine ",9977,"L5",20.1,"Found",1999,-76.18333,157.16667
"20051","Elephant Moraine ",9978,"H6",2,"Found",1999,-76.18333,157.16667
"20052","Elephant Moraine ",9979,"H6",4.2,"Found",1999,-76.18333,157.16667
"20053","Elephant Moraine ",9980,"CM2",6,"Found",1999,-76.18333,157.16667
"20054","Elephant Moraine ",9981,"H5",1.5,"Found",1999,-76.18333,157.16667
"20055","Elephant Moraine ",9982,"L5",9.3,"Found",1999,-76.18333,157.16667
"20056","Elephant Moraine ",9983,"L5",5,"Found",1999,-76.18333,157.16667
"20057","Elephant Moraine ",9984,"H6",2.2,"Found",1999,-76.18333,157.16667
"20058","Elephant Moraine ",9985,"H5",0.3,"Found",1999,-76.18333,157.16667
"20059","Elephant Moraine ",9986,"Howardite",2.4,"Found",1999,-76.18333,157.16667
"20060","Elephant Moraine ",9987,"L5",15.3,"Found",1999,-76.18333,157.16667
"20061","Elephant Moraine ",9988,"H5",4.9,"Found",1999,-76.18333,157.16667
"20062","Elephant Moraine ",9989,"H5",15.1,"Found",1999,-76.18333,157.16667
"20063","Elephant Moraine ",9990,"H6",1,"Found",1999,-76.18333,157.16667
"20064","Elephant Moraine ",9991,"H5",7,"Found",1999,-76.18333,157.16667
"20065","Elephant Moraine ",9992,"H5",10.9,"Found",1999,-76.18333,157.16667
"20066","Elephant Moraine ",9993,"L5",28,"Found",1999,-76.18333,157.16667
"20067","Elephant Moraine ",9994,"H5",19.3,"Found",1999,-76.18333,157.16667
"20068","Elephant Moraine ",9995,"H5",14.6,"Found",1999,-76.18333,157.16667
"20069","Elephant Moraine ",9996,"L5",22,"Found",1999,-76.18333,157.16667
"20070","Elephant Moraine ",9997,"H5",25,"Found",1999,-76.18333,157.16667
"20071","Elephant Moraine ",9998,"H5",41.8,"Found",1999,-76.18333,157.16667
"20072","Elephant Moraine ",9999,"L4",9.8,"Found",1999,-76.18333,157.16667
"20073","Elephant Moraine ",10000,"L6",7.4,"Found",1999,-76.18333,157.16667
"20074","Elephant Moraine ",10001,"L4",41.3,"Found",1999,-76.18333,157.16667
"20075","ElQuss Abu Said",10026,"CM2",53.1,"Found",1999,27.31417,27.96467
"20076","Floydada b",10115,"H5",6266,"Found",1999,33.98333,-101.33333
"20077","Frontier Mountain ",10795,"L6",221.5,"Found",1999,-72.96083,160.31889
"20078","Frontier Mountain ",10796,"H3",1,"Found",1999,-72.99444,160.41167
"20079","Frontier Mountain ",10797,"H3",2.2,"Found",1999,-72.99472,160.41083
"20080","Frontier Mountain ",10798,"H4",0.7,"Found",1999,-72.99611,160.42556
"20081","Frontier Mountain ",10799,"H5",3.5,"Found",1999,-72.99306,160.41028
"20082","Frontier Mountain ",10800,"L6",16.3,"Found",1999,-72.99306,160.41028
"20083","Frontier Mountain ",10801,"H5/6",123.3,"Found",1999,-72.97667,160.45111
"20084","Frontier Mountain ",10802,"H6",6.3,"Found",1999,-72.94639,160.37833
"20085","Frontier Mountain ",10803,"H5/6",3.5,"Found",1999,-72.96083,160.54583
"20086","Frontier Mountain ",10804,"H6",8.4,"Found",1999,-72.99056,160.39861
"20087","Frontier Mountain ",10805,"H3/4",1.9,"Found",1999,-72.99444,160.40167
"20088","Frontier Mountain ",10806,"H4",10.7,"Found",1999,-72.995,160.4
"20089","Frontier Mountain ",10807,"H4",14.1,"Found",1999,-72.99306,160.40056
"20090","Frontier Mountain ",10808,"H4",4.4,"Found",1999,-72.995,160.40194
"20091","Frontier Mountain ",10809,"L5",23.3,"Found",1999,-72.995,160.40167
"20092","Frontier Mountain ",10810,"H4",0.9,"Found",1999,-72.99472,160.40167
"20093","Frontier Mountain ",10811,"H4",10.1,"Found",1999,-72.99417,160.39944
"20094","Frontier Mountain ",10812,"H3/4",8.3,"Found",1999,-72.98972,160.39833
"20095","Frontier Mountain ",10813,"H4",0.3,"Found",1999,-72.9925,160.40944
"20096","Frontier Mountain ",10814,"H4",127.9,"Found",1999,-72.97417,160.45361
"20097","Frontier Mountain ",10815,"L5",0.4,"Found",1999,-72.99333,160.41444
"20098","Frontier Mountain ",10816,"H4",0.3,"Found",1999,-72.99194,160.41111
"20099","Frontier Mountain ",10817,"H5/6",0.7,"Found",1999,-72.99333,160.40778
"20100","Frontier Mountain ",10818,"H5",297.8,"Found",1999,-72.98778,160.42167
"20101","Frontier Mountain ",10819,"H3",3.4,"Found",1999,-72.99,160.40861
"20102","Frontier Mountain ",10820,"L4",8.2,"Found",1999,-72.95583,160.435
"20103","Frontier Mountain ",10821,"L6",771.8,"Found",1999,-72.97972,160.48639
"20104","Frontier Mountain ",10822,"H5",8.1,"Found",1999,-72.985,160.50333
"20105","Frontier Mountain ",10823,"Lodranite",4.6,"Found",1999,-72.96361,160.49778
"20106","Frontier Mountain ",10824,"L3",201.6,"Found",1999,-72.9625,160.5675
"20107","Frontier Mountain ",10825,"H6",28.1,"Found",1999,-72.9625,160.56417
"20108","Frontier Mountain ",10826,"H5/6",3.5,"Found",1999,-72.98417,160.48694
"20109","Frontier Mountain ",10827,"H4",1.9,"Found",1999,-72.98889,160.40306
"20110","Frontier Mountain ",10828,"H3/4",3.3,"Found",1999,-72.99,160.40222
"20111","Frontier Mountain ",10829,"H3/4",6.1,"Found",1999,-72.98806,160.40389
"20112","Frontier Mountain ",10830,"H4",19.6,"Found",1999,-72.9625,160.57
"20113","Frontier Mountain ",10831,"H5",12.1,"Found",1999,-72.97639,160.55111
"20114","Frontier Mountain ",10832,"H6",4,"Found",1999,-72.95222,160.56611
"20115","Frontier Mountain ",10833,"CO3",71.4,"Found",1999,-72.96389,160.55806
"20116","Geologists Range ",10874,"H5",979.5,"Found",1999,-82.5,155.5
"20117","Geologists Range ",10875,"H4",383.9,"Found",1999,-82.5,155.5
"20118","Geologists Range ",10876,"H4",340.6,"Found",1999,-82.5,155.5
"20119","Geologists Range ",10877,"H4-6",119.3,"Found",1999,-82.5,155.5
"20120","Geologists Range ",10878,"L6",100.7,"Found",1999,-82.5,155.5
"20121","Geologists Range ",10879,"L6",51.9,"Found",1999,-82.5,155.5
"20122","Geologists Range ",10880,"H5",62.8,"Found",1999,-82.5,155.5
"20123","Geologists Range ",10881,"L5",50.6,"Found",1999,-82.5,155.5
"20124","Geologists Range ",10882,"H5",89.2,"Found",1999,-82.5,155.5
"20125","Geologists Range ",10883,"H4",129.3,"Found",1999,-82.5,155.5
"20126","Geologists Range ",10884,"L6",18.5,"Found",1999,-82.5,155.5
"20127","Geologists Range ",10885,"H5",12.4,"Found",1999,-82.5,155.5
"20128","Geologists Range ",10886,"L6",39.6,"Found",1999,-82.5,155.5
"20129","Geologists Range ",10887,"L6",34.8,"Found",1999,-82.5,155.5
"20130","Geologists Range ",10888,"L6",39.9,"Found",1999,-82.5,155.5
"20131","Geologists Range ",10889,"H6",8.9,"Found",1999,-82.5,155.5
"20132","Geologists Range ",10890,"H6",11.4,"Found",1999,-82.5,155.5
"20133","Geologists Range ",10891,"L6",4.4,"Found",1999,-82.5,155.5
"20134","Geologists Range ",10892,"H6",1.1,"Found",1999,-82.5,155.5
"20135","Geologists Range ",10893,"H6",11.4,"Found",1999,-82.5,155.5
"20136","Geologists Range ",10894,"Howardite",0.5,"Found",1999,-82.5,155.5
"20137","Geologists Range ",10895,"H6",3.6,"Found",1999,-82.5,155.5
"20138","Geologists Range ",10896,"L6",0.9,"Found",1999,-82.5,155.5
"20139","Geologists Range ",10897,"H6",2.6,"Found",1999,-82.5,155.5
"20140","Geologists Range ",10898,"H6",3.2,"Found",1999,-82.5,155.5
"20141","Geologists Range ",10899,"L6",2.7,"Found",1999,-82.5,155.5
"20142","Geologists Range ",10900,"L6",0.3,"Found",1999,-82.5,155.5
"20143","Geologists Range ",10901,"H6",0.4,"Found",1999,-82.5,155.5
"20144","Geologists Range ",10902,"L6",5.2,"Found",1999,-82.5,155.5
"20145","Geologists Range ",10903,"L6",579.9,"Found",1999,-82.5,155.5
"20146","Golden Rule",10942,"L5",797.6,"Found",1999,35.87333,-114.2
"20147","Goldstone Dry Lake",10943,"H6",1.1,"Found",1999,35.37333,-116.90833
"20148","Goose Creek",10946,"H5",2132.3,"Found",1999,37.435,-98.31833
"20149","Great Sand Sea ",11190,"LL6",12000,"Found",1999,25.53667,25.65778
"20150","Grove Mountains ",11394,"OC",13.5,"Found",1999,-72.97111,75.29472
"20151","Grove Mountains ",11395,"L5",76.4,"Found",1999,-72.82111,75.42639
"20152","Grove Mountains ",11396,"Iron, IAB-ung",282.2,"Found",1999,-72.82111,75.42167
"20153","Grove Mountains ",11397,"H5",154.8,"Found",1999,-72.83472,75.42111
"20154","Hagersville",11470,"Iron, IAB complex",30000,"Found",1999,42.96667,-80.15
"20155","Hamadat Murzq ",11481,"H6",895,"Found",1999,26.25,13.01667
"20156","Hamadat Murzq ",11482,"H4",538,"Found",1999,26.25,13.01667
"20157","Hammadah al Hamra ",11771,"H6",2625,"Found",1999,29.0755,12.57783
"20158","Hammadah al Hamra ",11772,"L5",3030,"Found",1999,29.09517,12.5655
"20159","Hammadah al Hamra ",11773,"H6",5205,"Found",1999,29.01483,12.6275
"20160","Hammadah al Hamra ",11807,"L4",307,"Found",1999,28.854,12.52233
"20161","Hammadah al Hamra ",11808,"H5",129,"Found",1999,28.76783,12.7265
"20162","Hammadah al Hamra ",11809,"L4",97,"Found",1999,28.65233,12.3855
"20164","Hammadah al Hamra ",11811,"H5",30440,"Found",1999,28.95833,10.59167
"20165","Hammadah al Hamra ",11812,"L5",121,"Found",1999,29.21133,11.89867
"20166","Harper Dry Lake ",11832,"LL3",13,"Found",1999,35.05102,-117.30672
"20167","Harper Dry Lake ",11833,"H6",12,"Found",1999,35.05067,-117.30095
"20168","Harper Dry Lake ",11834,"L6",95,"Found",1999,35.0425,-117.30837
"20169","Harper Dry Lake ",11835,"LL3",37,"Found",1999,35.05523,-117.30257
"20170","Harper Dry Lake ",11836,"H6",24,"Found",1999,35.05063,-117.30188
"20171","Harper Dry Lake ",11837,"H6",26,"Found",1999,35.04722,-117.30752
"20172","Isla del Espritu Santo",12050,"L6",869,"Found",1999,24.51667,-111.36667
"20173","Jdiriya",12076,"L5",343,"Found",1999,27.23333,-10.45
"20174","Jiddat al Harasis ",12090,"L5",265,"Found",1999,19.31333,56.06333
"20175","Jiddat al Harasis ",12091,"L5",10830,"Found",1999,19.53,55.75833
"20176","Jiddat al Harasis ",12092,"H4",40,"Found",1999,19.58167,55.71
"20177","Jiddat al Harasis ",12093,"H5",216.5,"Found",1999,19.3005,55.054
"20178","Jiddat al Harasis ",12094,"H5",1318,"Found",1999,19.36,56.29167
"20179","Jiddat al Harasis ",12095,"L5",815,"Found",1999,19.24833,56.14167
"20180","Jiddat al Harasis ",12096,"L5",851,"Found",1999,19.25333,56.145
"20181","Jiddat al Harasis ",12097,"H4",162,"Found",1999,19.26833,56.145
"20182","Jiddat al Harasis ",12098,"H4",80,"Found",1999,19.275,56.08667
"20183","Jiddat al Harasis ",12099,"H5",719,"Found",1999,19.22417,56.11817
"20184","Jiddat al Harasis ",12100,"L6",2178,"Found",1999,19.19633,55.77433
"20185","Jiddat al Harasis ",12101,"H5",1001,"Found",1999,19.17117,56.15583
"20186","Jiddat al Harasis ",12102,"H5",413,"Found",1999,19.1825,56.16883
"20187","Jiddat al Harasis ",12103,"H6",85,"Found",1999,19.19,56.17467
"20188","Jiddat al Harasis ",12104,"H5",117,"Found",1999,19.34067,56.15333
"20189","Jiddat al Harasis ",12105,"L6",2608,"Found",1999,19.24217,56.11733
"20190","Kobe",12336,"CK4",136,"Fell",1999,34.73333,135.16667
"20191","Kufra",12366,"H5",344,"Found",1999,24.47333,23.04333
"20192","La Esmeralda",12398,"L6",483,"Found",1999,27.06667,-103.43333
"20193","Lahmada ",12415,"L6",360.1,"Found",1999,27.16667,-9.5
"20194","Lahmada ",12416,"L6",374.5,"Found",1999,27.16667,-9.5
"20195","Lahmada ",12417,"H6",139.6,"Found",1999,27.16667,-9.5
"20196","Lahmada ",12418,"L4/5",103.1,"Found",1999,27.16667,-9.5
"20197","Lahmada ",12419,"L6",904.6,"Found",1999,27.16667,-9.5
"20198","Lahmada ",12420,"H5",620.6,"Found",1999,27.16667,-9.5
"20199","Lahmada ",12421,"L6",43.3,"Found",1999,27.16667,-9.5
"20200","Lahmada ",12422,"H3-6",70000,"Found",1999,27.16667,-9.5
"20201","Lahmada ",12423,"H6",117.4,"Found",1999,27.16667,-9.5
"20202","Lea County ",12752,"H4",4.91,"Found",1999,32.04333,-103.15333
"20203","Leighlinbridge",12759,"L6",271.4,"Fell",1999,52.66667,-6.96667
"20204","Lewis Cliff ",14641,"L6",8.8,"Found",1999,-84.26667,161.5
"20205","Lewis Cliff ",14642,"L6",30.2,"Found",1999,-84.26667,161.5
"20207","Lucerne Valley ",14741,"L6",12.8,"Found",1999,34.5,-116.95
"20208","Miller Range ",16656,"H5",2419.8,"Found",1999,-83.25,157
"20209","Miller Range ",16657,"LL6",4037.3,"Found",1999,-83.25,157
"20210","Miller Range ",16658,"H4",1460,"Found",1999,-83.25,157
"20211","Miller Range ",16659,"H5",613.4,"Found",1999,-83.25,157
"20212","Miller Range ",16660,"H5",1330.6,"Found",1999,-83.25,157
"20213","Miller Range ",16661,"L6",1710.1,"Found",1999,-83.25,157
"20214","Miller Range ",16662,"L5",305.2,"Found",1999,-83.25,157
"20215","Miller Range ",16663,"L3.6",291.7,"Found",1999,-83.25,157
"20216","Miller Range ",16664,"LL6",352.7,"Found",1999,-83.25,157
"20217","Miller Range ",16665,"L5",273.6,"Found",1999,-83.25,157
"20218","Miller Range ",16666,"H5",315.7,"Found",1999,-83.25,157
"20219","Miller Range ",16667,"L5",287.6,"Found",1999,-83.25,157
"20220","Miller Range ",16668,"L6",142.1,"Found",1999,-83.25,157
"20221","Miller Range ",16669,"H5",174.5,"Found",1999,-83.25,157
"20222","Miller Range ",16670,"L6",150.7,"Found",1999,-83.25,157
"20223","Miller Range ",16671,"H6",63,"Found",1999,-83.25,157
"20224","Miller Range ",16672,"L6",66.4,"Found",1999,-83.25,157
"20225","Miller Range ",16673,"L6",45.6,"Found",1999,-83.25,157
"20226","Miller Range ",16674,"L6",475.4,"Found",1999,-83.25,157
"20227","Miller Range ",16675,"L5",249.1,"Found",1999,-83.25,157
"20228","Miller Range ",16676,"L5",400,"Found",1999,-83.25,157
"20229","Miller Range ",16677,"L6",385.9,"Found",1999,-83.25,157
"20230","Miller Range ",16678,"H6",239.1,"Found",1999,-83.25,157
"20231","Miller Range ",16679,"L5",109,"Found",1999,-83.25,157
"20232","Miller Range ",16680,"H5",29.3,"Found",1999,-83.25,157
"20233","Miller Range ",16681,"H5",17.8,"Found",1999,-83.25,157
"20234","Miller Range ",16682,"L5",15.4,"Found",1999,-83.25,157
"20235","Miller Range ",16683,"H6",12.6,"Found",1999,-83.25,157
"20236","Miller Range ",16684,"L6",6,"Found",1999,-83.25,157
"20237","Miller Range ",16685,"H6",46.1,"Found",1999,-83.25,157
"20239","Northwest Africa ",17012,"EL6",234.4,"Found",1999,29.91667,-5.58333
"20240","Northwest Africa ",17013,"H4",120,"Found",1999,29.91667,-5.58333
"20241","Northwest Africa ",17014,"L4",115,"Found",1999,29.91667,-5.58333
"20242","Northwest Africa ",17015,"H4",50,"Found",1999,29.91667,-5.58333
"20243","Northwest Africa ",17016,"H5",15,"Found",1999,29.91667,-5.58333
"20244","Northwest Africa ",17017,"LL5",15,"Found",1999,29.91667,-5.58333
"20245","Northwest Africa ",17018,"H4/5",5,"Found",1999,29.91667,-5.58333
"20246","Northwest Africa ",17019,"L5",4,"Found",1999,31.5,-4.25
"20247","Northwest Africa ",17020,"H4",2000,"Found",1999,29.91667,-5.58333
"20248","Northwest Africa ",17021,"Achondrite-ung",40,"Found",1999,31.33333,-4.33333
"20249","Northwest Africa ",17022,"L4",15,"Found",1999,31.33333,-4.33333
"20250","Northwest Africa ",17023,"L5",80,"Found",1999,31.33333,-4.33333
"20251","Northwest Africa ",17024,"H3-6",4,"Found",1999,31.33333,-4.33333
"20252","Northwest Africa ",17025,"H4",5,"Found",1999,31.33333,-4.33333
"20253","Northwest Africa ",17026,"H3/4",22,"Found",1999,31.33333,-4.33333
"20254","Northwest Africa ",17027,"H4",78,"Found",1999,31.33333,-4.33333
"20255","Northwest Africa ",17028,"H5",86,"Found",1999,31.33333,-4.33333
"20256","Northwest Africa ",17029,"L4",116,"Found",1999,29.91667,-5.58333
"20257","Northwest Africa ",17030,"L4",64,"Found",1999,29.91667,-5.58333
"20258","Northwest Africa ",17031,"L4",166,"Found",1999,29.91667,-5.58333
"20259","Northwest Africa ",17032,"L4",30,"Found",1999,29.91667,-5.58333
"20260","Northwest Africa ",17033,"L4",76,"Found",1999,29.91667,-5.58333
"20261","Northwest Africa ",17034,"H4",800,"Found",1999,29.91667,-5.58333
"20262","Northwest Africa ",17035,"L6",510,"Found",1999,30.33333,-5.83333
"20263","Northwest Africa ",17036,"L6",1265,"Found",1999,30.33333,-5.83333
"20264","Northwest Africa ",17037,"H5",705,"Found",1999,30.33333,-5.83333
"20265","Northwest Africa ",17038,"H3.7",305,"Found",1999,30.33333,-5.83333
"20266","Northwest Africa ",17039,"L6",275,"Found",1999,30.33333,-5.83333
"20267","Northwest Africa ",17040,"H4",65,"Found",1999,30.33333,-5.83333
"20268","Northwest Africa ",17041,"H5",730,"Found",1999,30.33333,-5.83333
"20269","Northwest Africa ",17042,"Lunar (basalt)",300,"Found",1999,30.36667,-5.05
"20270","Northwest Africa ",17043,"C3-ung",192,"Found",1999,30.9,-3.96667
"20271","Northwest Africa ",17044,"L4",3500,"Found",1999,32.05,-3.03333
"20272","Northwest Africa ",17045,"L6",950,"Found",1999,27.16667,-9.5
"20273","Northwest Africa ",17046,"H5/6",163,"Found",1999,27.16667,-9.5
"20274","Northwest Africa ",17047,"L6",775,"Found",1999,27.16667,-9.5
"20275","Northwest Africa ",17048,"H6",230,"Found",1999,27.16667,-9.5
"20276","Northwest Africa ",17049,"L6",70,"Found",1999,27.16667,-9.5
"20277","Northwest Africa ",17050,"H4",130,"Found",1999,27.16667,-9.5
"20278","Northwest Africa ",17051,"L5/6",215,"Found",1999,27.16667,-9.5
"20279","Northwest Africa ",17052,"H5",80,"Found",1999,27.16667,-9.5
"20280","Northwest Africa ",17053,"L6",78,"Found",1999,27.16667,-9.5
"20281","Northwest Africa ",17054,"L6",185,"Found",1999,27.16667,-9.5
"20282","Northwest Africa ",17055,"H5",52,"Found",1999,27.16667,-9.5
"20283","Northwest Africa ",17056,"H3.8",422,"Found",1999,30.9,-3.98333
"20318","Northwest Africa ",17349,"L4",4500,"Found",1999,30.33333,-5.83333
"20319","Northwest Africa ",17375,"L4",28.7,"Found",1999,29.91667,-5.58333
"20320","Northwest Africa ",17376,"L4",37,"Found",1999,29.91667,-5.58333
"20321","Northwest Africa ",17383,"L4",51.7,"Found",1999,29.91667,-5.58333
"20322","Northwest Africa ",17394,"L4",61.5,"Found",1999,29.91667,-5.58333
"20325","Northwest Africa ",17408,"H5",38.3,"Found",1999,29.91667,-5.58333
"20326","Northwest Africa ",17415,"H5",24,"Found",1999,29.91667,-5.58333
"20327","Northwest Africa ",17425,"L3.9",14.1,"Found",1999,29.91667,-5.58333
"20335","Northwest Africa ",17663,"L5",1120,"Found",1999,29.91667,-5.58333
"20336","Northwest Africa ",17664,"L4",10,"Found",1999,29.91667,-5.58333
"20337","Northwest Africa ",17665,"L5",114,"Found",1999,29.91667,-5.58333
"20338","Northwest Africa ",17666,"H6",247,"Found",1999,29.91667,-5.58333
"20339","Northwest Africa ",17667,"L4",340,"Found",1999,29.91667,-5.58333
"20340","Northwest Africa ",17668,"LL5",7000,"Found",1999,29.91667,-5.58333
"20341","Northwest Africa ",17669,"H6",360,"Found",1999,29.91667,-5.58333
"20342","Northwest Africa ",17670,"H6",273,"Found",1999,29.91667,-5.58333
"20344","Northwest Africa ",17672,"H5",940,"Found",1999,30.33333,-5.83333
"20347","Northwest Africa ",17738,"CH3",62.9,"Found",1999,31.98333,-4.18667
"20348","Northwest Africa ",17739,"L5",868,"Found",1999,31.975,-4.16667
"20349","Northwest Africa ",17742,"H6",28.8,"Found",1999,32.02167,-4.13833
"20350","Northwest Africa ",17743,"H4",111.7,"Found",1999,32.04333,-4.13667
"20351","Northwest Africa ",17744,"H6",344,"Found",1999,32.02833,-4.15833
"20352","Northwest Africa ",17763,"L4",8000,"Found",1999,23.6,-5
"20353","Northwest Africa ",17764,"L4/5",1000,"Found",1999,23.6,-5
"20354","Northwest Africa ",17765,"H5",2472,"Found",1999,30.13333,-6.88333
"20356","Northwest Africa ",17813,"H4",380,"Found",1999,30.33333,-5.75
"20357","Northwest Africa ",17814,"H5",580,"Found",1999,30.55,-4.96667
"20358","Northwest Africa ",17815,"L5",319,"Found",1999,32.33333,-3.5
"20359","Northwest Africa ",17816,"L5",1150,"Found",1999,32.33333,-3.5
"20360","Northwest Africa ",17817,"CK4",161,"Found",1999,30.61667,-4.11667
"20362","Northwest Africa ",17849,"H4",9747,"Found",1999,29.41667,-5.26667
"20363","Northwest Africa ",17850,"CV3",200,"Found",1999,31.83333,-3.66667
"20364","Northwest Africa ",17852,"L3-5",2000,"Found",1999,31.41667,-4.18333
"20365","Ouzina",18054,"R4",642,"Found",1999,30.8,-4.18333
"20366","Pelona Mountain",18785,"H5",618,"Found",1999,33.66667,-108.1
"20367","Queen Alexandra Range ",21454,"Iron",22000,"Found",1999,-84,168
"20368","Queen Alexandra Range ",21455,"H6",2749.6,"Found",1999,-84,168
"20369","Queen Alexandra Range ",21456,"H5",3492.1,"Found",1999,-84,168
"20370","Queen Alexandra Range ",21457,"H5",2369.4,"Found",1999,-84,168
"20371","Queen Alexandra Range ",21458,"Eucrite-br",64,"Found",1999,-84,168
"20372","Queen Alexandra Range ",21459,"Eucrite-br",133.1,"Found",1999,-84,168
"20373","Queen Alexandra Range ",21460,"H5",2228.5,"Found",1999,-84,168
"20374","Queen Alexandra Range ",21461,"H5",1814.3,"Found",1999,-84,168
"20375","Queen Alexandra Range ",21462,"H5",1293.4,"Found",1999,-84,168
"20376","Queen Alexandra Range ",21463,"H4",1451.9,"Found",1999,-84,168
"20377","Queen Alexandra Range ",21464,"H4",2016.8,"Found",1999,-84,168
"20378","Queen Alexandra Range ",21465,"H5",814.2,"Found",1999,-84,168
"20379","Queen Alexandra Range ",21466,"H5",569.5,"Found",1999,-84,168
"20380","Queen Alexandra Range ",21467,"H5",1460.4,"Found",1999,-84,168
"20381","Queen Alexandra Range ",21468,"LL5",2166.4,"Found",1999,-84,168
"20382","Queen Alexandra Range ",21469,"H5",4999,"Found",1999,-84,168
"20383","Queen Alexandra Range ",21470,"H4",1000.2,"Found",1999,-84,168
"20384","Queen Alexandra Range ",21471,"L5",350.5,"Found",1999,-84,168
"20385","Queen Alexandra Range ",21472,"H5",355.4,"Found",1999,-84,168
"20386","Queen Alexandra Range ",21473,"H5",402.9,"Found",1999,-84,168
"20387","Queen Alexandra Range ",21474,"L6",548.9,"Found",1999,-84,168
"20388","Queen Alexandra Range ",21475,"H5",1933,"Found",1999,-84,168
"20389","Queen Alexandra Range ",21476,"H6",2074,"Found",1999,-84,168
"20390","Queen Alexandra Range ",21477,"LL5",747.2,"Found",1999,-84,168
"20391","Queen Alexandra Range ",21478,"H5",361.4,"Found",1999,-84,168
"20392","Queen Alexandra Range ",21479,"H5",298,"Found",1999,-84,168
"20393","Queen Alexandra Range ",21480,"L6",302.4,"Found",1999,-84,168
"20394","Queen Alexandra Range ",21481,"L5",482.5,"Found",1999,-84,168
"20395","Queen Alexandra Range ",21482,"L4",797.8,"Found",1999,-84,168
"20396","Queen Alexandra Range ",21483,"H5",189.1,"Found",1999,-84,168
"20397","Queen Alexandra Range ",21484,"L5",214.1,"Found",1999,-84,168
"20398","Queen Alexandra Range ",21485,"Howardite",164.2,"Found",1999,-84,168
"20399","Queen Alexandra Range ",21486,"L6",198.3,"Found",1999,-84,168
"20400","Queen Alexandra Range ",21487,"LL5",57.8,"Found",1999,-84,168
"20401","Queen Alexandra Range ",21488,"LL5",45.5,"Found",1999,-84,168
"20402","Queen Alexandra Range ",21489,"L5",101.9,"Found",1999,-84,168
"20403","Queen Alexandra Range ",21490,"CV3",52.7,"Found",1999,-84,168
"20404","Queen Alexandra Range ",21491,"L5",244.1,"Found",1999,-84,168
"20405","Queen Alexandra Range ",21492,"H5",244.1,"Found",1999,-84,168
"20406","Queen Alexandra Range ",21493,"LL5",46.9,"Found",1999,-84,168
"20407","Queen Alexandra Range ",21494,"LL5",46.9,"Found",1999,-84,168
"20408","Queen Alexandra Range ",21495,"L6",44.8,"Found",1999,-84,168
"20409","Queen Alexandra Range ",21496,"LL5",73.2,"Found",1999,-84,168
"20410","Queen Alexandra Range ",21497,"LL5",73.2,"Found",1999,-84,168
"20411","Queen Alexandra Range ",21498,"LL5",0.3,"Found",1999,-84,168
"20412","Queen Alexandra Range ",21499,"LL5",0.5,"Found",1999,-84,168
"20413","Queen Alexandra Range ",21500,"LL5",0.2,"Found",1999,-84,168
"20414","Queen Alexandra Range ",21501,"LL5",2.4,"Found",1999,-84,168
"20415","Queen Alexandra Range ",21502,"Diogenite",2.1,"Found",1999,-84,168
"20416","Queen Alexandra Range ",21503,"L5",1.3,"Found",1999,-84,168
"20417","Queen Alexandra Range ",21504,"L5",1.3,"Found",1999,-84,168
"20418","Queen Alexandra Range ",21505,"L5",4,"Found",1999,-84,168
"20419","Queen Alexandra Range ",21506,"L5",6.3,"Found",1999,-84,168
"20420","Queen Alexandra Range ",21507,"H5",9.3,"Found",1999,-84,168
"20421","Queen Alexandra Range ",21508,"H6",23,"Found",1999,-84,168
"20422","Queen Alexandra Range ",21509,"L5",24.1,"Found",1999,-84,168
"20423","Queen Alexandra Range ",21510,"Howardite",48,"Found",1999,-84,168
"20424","Queen Alexandra Range ",21511,"E-an",22.1,"Found",1999,-84,168
