"","name","class","mass","fall_found","year","lat","long","continent","country","iso3","masscategory"
"8049","dhofar","h",2481,"Found",2006,18.63867,54.72383,"Asia","Oman","OMN","greater than 100g"
"8050","dhofar","ureilite",154,"Found",2006,18.45333,54.16667,"Asia","Oman","OMN","greater than 100g"
"8051","dhofar","eucrite",223,"Found",2006,18.3115,54.12833,"Asia","Oman","OMN","greater than 100g"
"8052","dhofar","h",398,"Found",2006,18.6275,54.7425,"Asia","Oman","OMN","greater than 100g"
"8053","pampa de mejillones","h",360,"Found",2006,-23.16222,-70.43633,"South America","Chile","CHL","greater than 100g"
"8054","pampa de mejillones","h",46,"Found",2006,-23.22347,-70.44022,"South America","Chile","CHL","10g to 100g"
"8055","pampa de mejillones","l",3650,"Found",2006,-23.23017,-70.42219,"South America","Chile","CHL","greater than 100g"
"8058","youxi","mesosiderite",218000,"Found",2006,26.06,118.01,"Asia","China","CHN","greater than 100g"
"8064","pecora escarpment","ll",19.5,"Found",2005,-85.6661,-69.04142,"Antarctica","Antarctica","ATA","10g to 100g"
"8067","lucerne valley","h",6.85,"Found",2005,34.48728,-116.95833,"North America","United States of America","USA","1g to 10g"
"8219","dhofar","ll",173,"Found",2005,19.200667,54.908417,"Asia","Oman","OMN","greater than 100g"
"8220","dhofar","ureilite",186,"Found",2005,19.194833,54.918417,"Asia","Oman","OMN","greater than 100g"
"8221","dhofar","h",3420,"Found",2005,19.223306,54.935778,"Asia","Oman","OMN","greater than 100g"
"8222","dhofar","ll",661,"Found",2005,19.229083,54.923111,"Asia","Oman","OMN","greater than 100g"
"8223","dhofar","h",356,"Found",2005,19.274778,54.672972,"Asia","Oman","OMN","greater than 100g"
"8224","dhofar","ll",445,"Found",2005,19.191694,54.639389,"Asia","Oman","OMN","greater than 100g"
"8225","dhofar","ll",328,"Found",2005,19.191222,54.671556,"Asia","Oman","OMN","greater than 100g"
"8226","dhofar","l",426,"Found",2005,19.190417,54.957194,"Asia","Oman","OMN","greater than 100g"
"8227","dhofar","ll",952,"Found",2005,18.741611,54.26175,"Asia","Oman","OMN","greater than 100g"
"8228","dhofar","h",108,"Found",2005,18.751639,54.352361,"Asia","Oman","OMN","greater than 100g"
"8229","dhofar","l",60.8,"Found",2005,19.226417,54.96725,"Asia","Oman","OMN","10g to 100g"
"8230","dhofar","ureilite",501,"Found",2005,19.218111,54.917417,"Asia","Oman","OMN","greater than 100g"
"8231","dhofar","ll",849,"Found",2005,18.741611,54.26175,"Asia","Oman","OMN","greater than 100g"
"8232","dhofar","ll",732,"Found",2005,18.86975,54.840111,"Asia","Oman","OMN","greater than 100g"
"8233","dhofar","lunar",115.2,"Found",2005,18.91444,54.345,"Asia","Oman","OMN","greater than 100g"
"8234","dhofar","h",1812,"Found",2005,18.745694,54.267167,"Asia","Oman","OMN","greater than 100g"
"8235","dhofar","l",1040,"Found",2005,18.688528,54.326528,"Asia","Oman","OMN","greater than 100g"
"8236","dhofar","h",1088,"Found",2005,18.895667,54.343556,"Asia","Oman","OMN","greater than 100g"
"8237","dhofar","ll",2510,"Found",2005,18.875861,54.472611,"Asia","Oman","OMN","greater than 100g"
"8238","dhofar","l",142,"Found",2005,18.534528,54.167889,"Asia","Oman","OMN","greater than 100g"
"8239","dhofar","ll",1905,"Found",2005,18.56925,54.195389,"Asia","Oman","OMN","greater than 100g"
"8240","dhofar","ll",445.6,"Found",2005,18.733472,54.515083,"Asia","Oman","OMN","greater than 100g"
"8241","dhofar","diogenite",42,"Found",2005,18.731389,54.509167,"Asia","Oman","OMN","10g to 100g"
"8242","dhofar","ll",1883,"Found",2005,18.682806,54.285778,"Asia","Oman","OMN","greater than 100g"
"8243","dhofar","cm",10,"Found",2005,19.18067,54.41883,"Asia","Oman","OMN","1g to 10g"
"8244","jiddat al harasis","ll",1802,"Found",2005,19.79717,56.7195,"Asia","Oman","OMN","greater than 100g"
"8287","dhofar","eucrite",898,"Found",2005,18.42632,54.42865,"Asia","Oman","OMN","greater than 100g"
"8288","dhofar","h",117,"Found",2005,19.32681,54.76439,"Asia","Oman","OMN","greater than 100g"
"8289","dhofar","l",1588,"Found",2005,18.25117,54.19822,"Asia","Oman","OMN","greater than 100g"
"8290","dhofar","h",4473,"Found",2005,18.27717,54.25547,"Asia","Oman","OMN","greater than 100g"
"8291","dhofar","l",140,"Found",2005,18.21947,54.30514,"Asia","Oman","OMN","greater than 100g"
"8292","dhofar","l",582,"Found",2005,18.552,54.00217,"Asia","Oman","OMN","greater than 100g"
"8293","dhofar","l",502,"Found",2005,18.55392,54.01958,"Asia","Oman","OMN","greater than 100g"
"8294","dhofar","l",558,"Found",2005,18.532,54.03436,"Asia","Oman","OMN","greater than 100g"
"8295","dhofar","howardite",23.9,"Found",2005,18.91947,54.36237,"Asia","Oman","OMN","10g to 100g"
"8296","dhofar","h",85,"Found",2005,18.6672,54.3662,"Asia","Oman","OMN","10g to 100g"
"8297","dhofar","h",34,"Found",2005,18.79508,54.15128,"Asia","Oman","OMN","10g to 100g"
"8298","dhofar","h",90,"Found",2005,19.32865,54.53763,"Asia","Oman","OMN","10g to 100g"
"8299","dhofar","h",66,"Found",2005,19.315,54.53,"Asia","Oman","OMN","10g to 100g"
"8300","sayh al uhaymir","l",714,"Found",2005,20.92767,57.28233,"Asia","Oman","OMN","greater than 100g"
"8301","sayh al uhaymir","h",468,"Found",2005,21.06,57.29667,"Asia","Oman","OMN","greater than 100g"
"8302","shir","h",2298,"Found",2005,18.15169,53.94822,"Asia","Oman","OMN","greater than 100g"
"8303","shir","l",182,"Found",2005,18.54864,53.9505,"Asia","Oman","OMN","greater than 100g"
"8304","shir","l",396,"Found",2005,18.54744,53.99428,"Asia","Oman","OMN","greater than 100g"
"8305","shir","l",375,"Found",2005,18.54747,53.99986,"Asia","Oman","OMN","greater than 100g"
"8306","jiddat al harasis","l",54.7,"Found",2005,19.59864,55.00294,"Asia","Oman","OMN","10g to 100g"
"8307","trilby wash","l",846,"Found",2005,33.91667,-112.55,"North America","United States of America","USA","greater than 100g"
"8318","northwest africa","e",124,"Found",2005,27.85,-7.8,"Africa","Algeria","DZA","greater than 100g"
"8334","united arab emirates","ureilite",155,"Found",2005,22.846044,55.121208,"Asia","United Arab Emirates","ARE","greater than 100g"
"8335","qarat al milh","ll",7269,"Found",2005,21.37015,57.7291,"Asia","Oman","OMN","greater than 100g"
"8336","ramlat as sahmah","ureilite",579,"Found",2005,20.31142,56.22532,"Asia","Oman","OMN","greater than 100g"
"8337","ramlat as sahmah","cv",97.3,"Found",2005,20.03138,56.4559,"Asia","Oman","OMN","10g to 100g"
"8338","sayh al uhaymir","eucrite",30.92,"Found",2005,20.06413,56.5339,"Asia","Oman","OMN","10g to 100g"
"8339","al alamayn","h",13.31,"Found",2005,30.70952,28.9698,"Africa","Egypt","EGY","10g to 100g"
"8340","jiddat al harasis","h",459.06,"Found",2005,19.96597,56.44698,"Asia","Oman","OMN","greater than 100g"
"8341","jiddat al harasis","h",121.34,"Found",2005,19.93843,56.42242,"Asia","Oman","OMN","greater than 100g"
"8342","jiddat al harasis","l",5.5,"Found",2005,19.93958,56.41473,"Asia","Oman","OMN","1g to 10g"
"8343","jiddat al harasis","h",9.36,"Found",2005,19.96303,56.47833,"Asia","Oman","OMN","1g to 10g"
"8344","jiddat al harasis","l",2927.04,"Found",2005,19.7034,56.64247,"Asia","Oman","OMN","greater than 100g"
"8345","jiddat al harasis","l",376.89,"Found",2005,19.70438,56.64243,"Asia","Oman","OMN","greater than 100g"
"8346","jiddat al harasis","l",1350.6,"Found",2005,19.70448,56.6428,"Asia","Oman","OMN","greater than 100g"
"8347","jiddat al harasis","l",4012,"Found",2005,19.75643,56.55205,"Asia","Oman","OMN","greater than 100g"
"8348","jiddat al harasis","l",314.6,"Found",2005,19.76312,56.55807,"Asia","Oman","OMN","greater than 100g"
"8349","jiddat al harasis","h",1691.5,"Found",2005,19.82257,56.65902,"Asia","Oman","OMN","greater than 100g"
"8350","jiddat al harasis","h",487.71,"Found",2005,19.82567,56.66548,"Asia","Oman","OMN","greater than 100g"
"8351","jiddat al harasis","mesosiderite",64.67,"Found",2005,19.97578,56.42303,"Asia","Oman","OMN","10g to 100g"
"8352","jiddat al harasis","mesosiderite",308.67,"Found",2005,19.97493,56.4269,"Asia","Oman","OMN","greater than 100g"
"8353","jiddat al harasis","h",640.8,"Found",2005,19.6254,56.88865,"Asia","Oman","OMN","greater than 100g"
"8354","jiddat al harasis","h",4.97,"Found",2005,19.98003,56.3846,"Asia","Oman","OMN","1g to 10g"
"8355","jiddat al harasis","l",5135,"Found",2005,19.7058,56.60775,"Asia","Oman","OMN","greater than 100g"
"8356","jiddat al harasis","l",77000,"Found",2005,19.7127,56.58277,"Asia","Oman","OMN","greater than 100g"
"8357","jiddat al harasis","l",14.26,"Found",2005,19.93703,56.35802,"Asia","Oman","OMN","10g to 100g"
"8358","jiddat al harasis","l",17.52,"Found",2005,19.98675,56.38977,"Asia","Oman","OMN","10g to 100g"
"8359","jiddat al harasis","mesosiderite",735.8,"Found",2005,19.99988,56.41498,"Asia","Oman","OMN","greater than 100g"
"8360","jiddat al harasis","r",116.56,"Found",2005,19.99725,56.39057,"Asia","Oman","OMN","greater than 100g"
"8361","jiddat al harasis","h",13.08,"Found",2005,19.97115,56.39807,"Asia","Oman","OMN","10g to 100g"
"8362","jiddat al harasis","r",0.54,"Found",2005,19.97028,56.39825,"Asia","Oman","OMN","less than 1g"
"8363","jiddat al harasis","mesosiderite",3.89,"Found",2005,19.98037,56.41745,"Asia","Oman","OMN","1g to 10g"
"8364","jiddat al harasis","mesosiderite",298,"Found",2005,19.97973,56.41405,"Asia","Oman","OMN","greater than 100g"
"8365","jiddat al harasis","mesosiderite",603.9,"Found",2005,19.98552,56.41543,"Asia","Oman","OMN","greater than 100g"
"8366","jiddat al harasis","mesosiderite",38.7,"Found",2005,19.98547,56.41732,"Asia","Oman","OMN","10g to 100g"
"8367","jiddat al harasis","h",225.32,"Found",2005,19.96162,56.4238,"Asia","Oman","OMN","greater than 100g"
"8368","jiddat al harasis","mesosiderite",61,"Found",2005,19.95952,56.42197,"Asia","Oman","OMN","10g to 100g"
"8369","jiddat al harasis","h",63.47,"Found",2005,19.97367,56.4316,"Asia","Oman","OMN","10g to 100g"
"8370","jiddat al harasis","mesosiderite",16.2,"Found",2005,19.97622,56.42667,"Asia","Oman","OMN","10g to 100g"
"8371","jiddat al harasis","mesosiderite",234.1,"Found",2005,19.97675,56.42622,"Asia","Oman","OMN","greater than 100g"
"8372","jiddat al harasis","mesosiderite",42.9,"Found",2005,19.97708,56.42573,"Asia","Oman","OMN","10g to 100g"
"8373","jiddat al harasis","mesosiderite",5.02,"Found",2005,19.9743,56.42068,"Asia","Oman","OMN","1g to 10g"
"8374","jiddat al harasis","mesosiderite",106.1,"Found",2005,19.9767,56.42013,"Asia","Oman","OMN","greater than 100g"
"8375","jiddat al harasis","mesosiderite",60.5,"Found",2005,19.97703,56.41985,"Asia","Oman","OMN","10g to 100g"
"8376","jiddat al harasis","mesosiderite",56.5,"Found",2005,19.97873,56.4177,"Asia","Oman","OMN","10g to 100g"
"8377","jiddat al harasis","mesosiderite",106.6,"Found",2005,19.98118,56.41658,"Asia","Oman","OMN","greater than 100g"
"8378","jiddat al harasis","h",1918,"Found",2005,19.99147,56.3452,"Asia","Oman","OMN","greater than 100g"
"8379","jiddat al harasis","h",140.22,"Found",2005,19.98342,56.32412,"Asia","Oman","OMN","greater than 100g"
"8380","jiddat al harasis","h",3040.5,"Found",2005,19.99097,56.34302,"Asia","Oman","OMN","greater than 100g"
"8381","jiddat al harasis","h",331.9,"Found",2005,19.99102,56.48062,"Asia","Oman","OMN","greater than 100g"
"8382","jiddat al harasis","h",421.9,"Found",2005,19.99097,56.48333,"Asia","Oman","OMN","greater than 100g"
"8383","jiddat al harasis","h",20.26,"Found",2005,19.9888,56.47757,"Asia","Oman","OMN","10g to 100g"
"8384","jiddat al harasis","h",175.02,"Found",2005,19.9905,56.40063,"Asia","Oman","OMN","greater than 100g"
"8385","jiddat al harasis","h",81.14,"Found",2005,19.99733,56.5352,"Asia","Oman","OMN","10g to 100g"
"8386","jiddat al harasis","h",410.31,"Found",2005,19.99653,56.5261,"Asia","Oman","OMN","greater than 100g"
"8387","jiddat al harasis","h",1212.5,"Found",2005,19.99702,56.51212,"Asia","Oman","OMN","greater than 100g"
"8388","jiddat al harasis","h",419.8,"Found",2005,19.98065,56.46865,"Asia","Oman","OMN","greater than 100g"
"8389","jiddat al harasis","l",886.3,"Found",2005,19.96765,56.47965,"Asia","Oman","OMN","greater than 100g"
"8390","jiddat al harasis","mesosiderite",150.1,"Found",2005,19.97362,56.41967,"Asia","Oman","OMN","greater than 100g"
"8391","jiddat al harasis","mesosiderite",16005.5,"Found",2005,19.9997,56.41108,"Asia","Oman","OMN","greater than 100g"
"8392","jiddat al harasis","l",26.03,"Found",2005,19.98013,56.35803,"Asia","Oman","OMN","10g to 100g"
"8393","jiddat al harasis","h",62.71,"Found",2005,19.98272,56.40682,"Asia","Oman","OMN","10g to 100g"
"8394","jiddat al harasis","h",69.5,"Found",2005,19.96935,56.58283,"Asia","Oman","OMN","10g to 100g"
"8395","jiddat al harasis","h",25.87,"Found",2005,19.99917,56.40987,"Asia","Oman","OMN","10g to 100g"
"8396","jiddat al harasis","h",942.1,"Found",2005,19.93065,56.08387,"Asia","Oman","OMN","greater than 100g"
"8397","jiddat al harasis","l",198.95,"Found",2005,19.94863,56.0315,"Asia","Oman","OMN","greater than 100g"
"8398","jiddat al harasis","h",2738.5,"Found",2005,19.97612,55.95483,"Asia","Oman","OMN","greater than 100g"
"8399","jiddat al harasis","h",304.9,"Found",2005,19.97517,55.95402,"Asia","Oman","OMN","greater than 100g"
"8400","jiddat al harasis","h",1798.9,"Found",2005,19.97933,55.95507,"Asia","Oman","OMN","greater than 100g"
"8401","jiddat al harasis","h",58.8,"Found",2005,19.97985,55.95653,"Asia","Oman","OMN","10g to 100g"
"8402","jiddat al harasis","h",707.4,"Found",2005,19.97967,55.95645,"Asia","Oman","OMN","greater than 100g"
"8403","jiddat al harasis","l",7494.2,"Found",2005,19.97303,55.9528,"Asia","Oman","OMN","greater than 100g"
"8404","jiddat al harasis","h",533.3,"Found",2005,19.97478,55.95392,"Asia","Oman","OMN","greater than 100g"
"8405","jiddat al harasis","h",97.5,"Found",2005,19.73768,56.11087,"Asia","Oman","OMN","10g to 100g"
"8406","jiddat al harasis","h",54.5,"Found",2005,19.64717,56.21783,"Asia","Oman","OMN","10g to 100g"
"8407","jiddat al harasis","l",1323.9,"Found",2005,19.6865,56.14503,"Asia","Oman","OMN","greater than 100g"
"8408","jiddat al harasis","h",5448.4,"Found",2005,19.74857,56.67972,"Asia","Oman","OMN","greater than 100g"
"8409","jiddat al harasis","h",235.47,"Found",2005,19.58765,56.45477,"Asia","Oman","OMN","greater than 100g"
"8410","jiddat al harasis","h",551.39,"Found",2005,19.71197,56.4675,"Asia","Oman","OMN","greater than 100g"
"8411","jiddat al harasis","l",192.77,"Found",2005,19.78115,56.47643,"Asia","Oman","OMN","greater than 100g"
"8412","jiddat al harasis","l",2623,"Found",2005,19.7821,56.47652,"Asia","Oman","OMN","greater than 100g"
"8413","jiddat al harasis","l",2519.3,"Found",2005,19.90637,56.4936,"Asia","Oman","OMN","greater than 100g"
"8414","jiddat al harasis","l",671.2,"Found",2005,19.79777,56.47602,"Asia","Oman","OMN","greater than 100g"
"8415","jiddat al harasis","l",923,"Found",2005,19.7842,56.47878,"Asia","Oman","OMN","greater than 100g"
"8416","jiddat al harasis","l",985.2,"Found",2005,19.78918,56.48023,"Asia","Oman","OMN","greater than 100g"
"8417","jiddat al harasis","l",8420,"Found",2005,19.79363,56.47927,"Asia","Oman","OMN","greater than 100g"
"8418","jiddat al harasis","l",503.95,"Found",2005,19.79585,56.47767,"Asia","Oman","OMN","greater than 100g"
"8419","jiddat al harasis","l",4820,"Found",2005,19.8015,56.46762,"Asia","Oman","OMN","greater than 100g"
"8420","jiddat al harasis","l",294.42,"Found",2005,19.79983,56.46717,"Asia","Oman","OMN","greater than 100g"
"8421","jiddat al harasis","l",643.3,"Found",2005,19.80192,56.4623,"Asia","Oman","OMN","greater than 100g"
"8422","jiddat al harasis","l",313.1,"Found",2005,19.80192,56.46217,"Asia","Oman","OMN","greater than 100g"
