"","name","class","mass","fall_found","year","lat","long","continent","country","iso3","masscategory"
"39070","yamato","h",17.05,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39071","yamato","h",9.48,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39072","yamato","ll",18.48,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39073","yamato","ll",8.68,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39074","yamato","ll",7.28,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39075","yamato","ll",3.39,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39076","yamato","ll",2.4,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39077","yamato","h",95.58,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39078","yamato","ureilite",213.01,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39079","yamato","ll",88.56,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39080","yamato","l",22.96,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39081","yamato","h",189.64,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39082","yamato","h",135.79,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39083","yamato","h",199.21,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39084","yamato","l",59.85,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39085","yamato","howardite",30.8,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39086","yamato","co",162.99,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39087","yamato","l",81.56,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39088","yamato","l",49.45,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39089","yamato","h",4.32,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39090","yamato","h",78.68,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39091","yamato","h",177.93,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39092","yamato","h",18.15,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39093","yamato","l",154.34,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39094","yamato","diogenite",90.4,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39095","yamato","l",289.83,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39096","yamato","l",91.93,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39097","yamato","h",24.45,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39098","yamato","h",225.09,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39099","yamato","h",11.15,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39100","yamato","h",25.21,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39101","yamato","h",147.15,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39102","yamato","l",117.17,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39103","yamato","h",42.08,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39104","yamato","h",73.18,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39105","yamato","h",4.02,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39106","yamato","h",14.56,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39107","yamato","h",5.09,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39108","yamato","l",6.4,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39109","yamato","h",4.74,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39110","yamato","l",4.34,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39111","yamato","h",10.7,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39112","yamato","l",7.2,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39113","yamato","h",18.29,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39114","yamato","h",288.26,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39115","yamato","h",5.48,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39116","yamato","l",223.38,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39117","yamato","l",5.51,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39118","yamato","h",353.7,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39119","yamato","h",106.8,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39120","yamato","h",354.72,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39121","yamato","h",646,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39122","yamato","h",1053,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39123","yamato","h",108.8,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39124","yamato","h",43.18,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39125","yamato","h",13.22,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39126","yamato","h",6.64,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39127","yamato","h",4.19,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39128","yamato","l",173.18,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39129","yamato","l",6.56,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39130","yamato","h",122.82,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39131","yamato","h",11.82,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39132","yamato","h",26.33,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39133","yamato","h",8.17,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39134","yamato","l",14.88,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39135","yamato","h",62.77,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39136","yamato","h",95.07,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39137","yamato","h",23.3,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39138","yamato","h",20.27,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39139","yamato","h",10.63,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39140","yamato","h",163.44,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39141","yamato","h",205.53,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39142","yamato","eucrite",8.73,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39143","yamato","h",11.07,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39144","yamato","h",4.55,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39145","yamato","h",26.96,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39146","yamato","h",13.58,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39147","yamato","h",19.07,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39148","yamato","h",38.28,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39149","yamato","h",66.68,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39150","yamato","winonaite",19.46,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39151","yamato","h",12.3,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39152","yamato","h",8.67,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39153","yamato","l",10.39,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39154","yamato","l",7.49,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39155","yamato","howardite",12.92,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39156","yamato","h",9.56,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39157","yamato","h",9.29,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39158","yamato","ll",234.59,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39159","yamato","h",18.07,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39160","yamato","h",114.46,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39161","yamato","h",5.63,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39162","yamato","l",10.23,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39163","yamato","diogenite",11.4,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39164","yamato","diogenite",33.1,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39165","yamato","howardite",27.19,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39166","yamato","h",9.89,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39167","yamato","iron",331.8,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39168","yamato","l",77.93,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39169","yamato","h",37.03,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39170","yamato","l",59.1,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39171","yamato","l",109.19,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39172","yamato","l",50.11,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39173","yamato","ll",2.1,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39174","yamato","l",5.3,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39175","yamato","ll",11.63,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39176","yamato","h",22.09,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39177","yamato","l",2.16,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39178","yamato","h",579.84,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39179","yamato","h",2138,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39180","yamato","h",4.77,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39181","yamato","h",81.39,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39182","yamato","l",177.91,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39183","yamato","h",4.21,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39184","yamato","iron",4.12,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39185","yamato","h",1.17,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39186","yamato","h",1.4,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39187","yamato","h",75.59,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39188","yamato","h",25.43,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39189","yamato","h",20.25,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39190","yamato","ll",13.23,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39191","yamato","ll",9.38,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39192","yamato","ll",8.07,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39193","yamato","ll",5.6,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39194","yamato","ll",4.23,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39195","yamato","ll",3.39,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39196","yamato","h",15.16,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39197","yamato","h",409.89,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39198","yamato","l",283.55,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39199","yamato","ll",215.39,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39200","yamato","ll",33.59,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39201","yamato","ll",34.47,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39202","yamato","ll",20.02,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39203","yamato","ll",10.12,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39204","yamato","h",13.12,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39205","yamato","ll",12.81,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39206","yamato","ll",9.07,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39207","yamato","ll",10.06,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39208","yamato","ll",14.03,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39209","yamato","ll",10.36,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39210","yamato","ll",7.06,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39211","yamato","ll",8.01,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39212","yamato","ll",7.04,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39213","yamato","ll",6.94,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39214","yamato","ll",5.14,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39215","yamato","ll",7.04,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39216","yamato","ll",3.04,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39217","yamato","ll",3.91,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39218","yamato","ll",2.19,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39219","yamato","ll",3.39,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39220","yamato","ll",1.86,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39221","yamato","ll",2.46,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39222","yamato","co",1.66,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39223","yamato","ll",1.9,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39224","yamato","ll",2.61,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39225","yamato","ll",1.88,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39226","yamato","ll",1.16,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39227","yamato","ll",1,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","less than 1g"
"39228","yamato","ll",0.89,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","less than 1g"
"39229","yamato","h",1.24,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39230","yamato","ll",0.85,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","less than 1g"
"39231","yamato","h",0.48,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","less than 1g"
"39232","yamato","ll",16.2,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39233","yamato","ll",0.44,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","less than 1g"
"39234","yamato","h",190.39,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39235","yamato","h",144.92,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39236","yamato","l",136.82,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39237","yamato","h",94.24,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39238","yamato","h",44.35,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39239","yamato","h",58.36,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39240","yamato","l",58.84,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39241","yamato","l",75.92,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39242","yamato","h",14.11,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39243","yamato","l",16.48,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39244","yamato","h",3.17,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39245","yamato","l",6.76,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39246","yamato","h",2.11,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39247","yamato","l",1.32,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39248","yamato","h",48.44,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39249","yamato","h",22.89,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39250","yamato","l",7.41,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39251","yamato","l",5.57,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39252","yamato","h",4.05,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39253","yamato","h",8.07,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39254","yamato","h",3.99,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39255","yamato","l",12.85,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39256","yamato","h",11.28,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39257","yamato","h",4.81,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39258","yamato","l",10.33,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39259","yamato","l",10.11,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39260","yamato","h",7.88,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39261","yamato","l",6.78,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39262","yamato","l",10.43,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39263","yamato","l",5.68,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39264","yamato","h",5.41,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39265","yamato","ll",4,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39266","yamato","h",2.67,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39267","yamato","h",2.39,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39268","yamato","h",3.64,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39269","yamato","h",7.89,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39270","yamato","h",4.03,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39271","yamato","h",4.67,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39272","yamato","h",2.95,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39273","yamato","h",2.71,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39274","yamato","h",3.51,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39275","yamato","h",5.86,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39276","yamato","eucrite",99.58,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39277","yamato","diogenite",24,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39278","yamato","diogenite",9.17,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39279","yamato","diogenite",6.23,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39280","yamato","cm",10.88,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39281","yamato","cm",70.08,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39282","yamato","howardite",364.1,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39283","yamato","diogenite",12.61,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39284","yamato","diogenite",129.73,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39285","yamato","eucrite",100.29,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39286","yamato","lunar",52.4,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39287","yamato","cm",179.77,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39288","yamato","diogenite",121.88,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39289","yamato","diogenite",51.58,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39290","yamato","diogenite",9.61,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39291","yamato","diogenite",9.42,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39292","yamato","diogenite",6.26,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39293","yamato","diogenite",2.19,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39294","yamato","h",24.46,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39295","yamato","howardite",20.05,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39296","yamato","howardite",4.14,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","1g to 10g"
"39297","yamato","howardite",47.91,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39298","yamato","h",3288,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39299","yamato","h",355.09,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39300","yamato","h",161.67,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39301","yamato","h",104.79,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39302","yamato","h",76.95,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39303","yamato","h",88.21,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39304","yamato","h",64.5,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39305","yamato","h",130,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39306","yamato","h",157.31,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","greater than 100g"
"39307","yamato","h",40.04,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39308","yamato","h",22.8,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39309","yamato","h",31.03,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39310","yamato","h",43.66,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39311","yamato","h",40.57,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39312","yamato","h",31.21,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39313","yamato","h",26.51,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39314","yamato","h",22.91,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39315","yamato","h",24.86,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
"39316","yamato","h",18.83,"Found",1979,-71.5,35.66667,"Antarctica","Antarctica","ATA","10g to 100g"
